"BHK","Rent","Size","Current_floor","Total_floor","Area_type","Area_locality","City","Furnishing_status","Tenant_preferred","Bathroom","Contact"
2,12000,900,1,3,"Super","Tollygunge","Kolkata","Unfurnished","Bachelors/Family",2,"Owner"
2,6000,750,0,1,"Super","Behala","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
3,10000,1250,1,2,"Super","Jaffarpore Rifle Range Road","Kolkata","Unfurnished","Bachelors/Family",2,"Owner"
3,12000,1000,2,2,"Super","Dariya","Kolkata","Semi-Furnished","Bachelors/Family",3,"Owner"
2,8000,600,0,2,"Super","Howrah","Kolkata","Semi-Furnished","Bachelors/Family",1,"Owner"
2,5300,650,1,1,"Carpet","Sodepur","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
2,5000,450,2,3,"Carpet","Liluah","Kolkata","Unfurnished","Bachelors",1,"Owner"
3,8500,800,0,2,"Super","Near DumDum Metro","Kolkata","Unfurnished","Bachelors/Family",2,"Owner"
3,22000,1000,0,3,"Carpet","Sukanta Nagar, New Barrakpur","Kolkata","Semi-Furnished","Bachelors/Family",2,"Owner"
2,7000,1000,0,3,"Super","Kumarpara, Narendrapur","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
3,25000,1400,5,5,"Carpet","Salt Lake City","Kolkata","Furnished","Bachelors",3,"Agent"
2,7000,600,1,4,"Carpet","Barrackpore","Kolkata","Semi-Furnished","Bachelors",1,"Owner"
2,15000,723,0,3,"Carpet","Narendrapur","Kolkata","Furnished","Family",1,"Owner"
1,6000,320,0,2,"Carpet","Sahid Nagar","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
2,8000,900,0,3,"Super","Belghoria","Kolkata","Semi-Furnished","Bachelors/Family",1,"Owner"
3,40000,1400,0,2,"Carpet","Salt Lake City Sector 2","Kolkata","Furnished","Bachelors/Family",2,"Agent"
1,6000,2160,1,2,"Super","Kasba","Kolkata","Semi-Furnished","Bachelors",1,"Owner"
2,15000,650,0,2,"Carpet","kasba bosepukur","Kolkata","Semi-Furnished","Bachelors/Family",1,"Owner"
2,6500,800,1,1,"Super","Kanchrapara","Kolkata","Semi-Furnished","Bachelors/Family",1,"Owner"
3,8000,800,2,3,"Super","Bansdroni","Kolkata","Semi-Furnished","Bachelors/Family",1,"Owner"
1,5500,500,0,2,"Carpet","Garia Station, Garia","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
3,9000,1700,1,2,"Super","Panchanantala Road","Kolkata","Semi-Furnished","Bachelors/Family",2,"Owner"
1,6000,130,0,2,"Carpet","Bow Bazar","Kolkata","Semi-Furnished","Bachelors/Family",1,"Owner"
1,15000,505,0,3,"Super","Kasba","Kolkata","Furnished","Bachelors/Family",1,"Owner"
4,30000,4000,0,3,"Super","Sakher Bazar, Purba Barisha","Kolkata","Furnished","Bachelors/Family",3,"Agent"
3,30000,1250,0,2,"Super","New Alipore","Kolkata","Unfurnished","Bachelors/Family",2,"Owner"
1,5000,700,0,2,"Carpet","My Own House","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
2,15000,900,0,1,"Super","Park Circus, Ballygunge","Kolkata","Unfurnished","Bachelors",1,"Owner"
1,6500,650,1,1,"Super","Joka","Kolkata","Semi-Furnished","Bachelors/Family",1,"Owner"
2,4500,750,0,1,"Super","Azadgarh","Kolkata","Furnished","Bachelors/Family",1,"Owner"
2,7000,450,0,3,"Carpet","Mandirtala","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
1,6500,350,1,2,"Carpet","Dhakuria","Kolkata","Semi-Furnished","Bachelors/Family",1,"Owner"
1,17500,480,1,2,"Carpet","Rabindra Sarovar Metro","Kolkata","Furnished","Bachelors",2,"Owner"
2,10000,900,0,3,"Super","Garia","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
1,1500,200,0,2,"Super","Santoshpur","Kolkata","Semi-Furnished","Bachelors/Family",1,"Owner"
3,25000,1100,2,3,"Super","Regent Estate, Bijoygarh","Kolkata","Unfurnished","Bachelors/Family",3,"Owner"
2,12000,800,1,2,"Carpet","Kasba","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
3,7500,1000,0,2,"Carpet","south station pally dankuni","Kolkata","Furnished","Bachelors/Family",2,"Owner"
1,7000,800,1,2,"Carpet","Kumargali","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
1,3500,200,-2,4,"Super","Baguihati","Kolkata","Semi-Furnished","Bachelors/Family",1,"Owner"
3,10000,1190,1,2,"Carpet","Sarsuna","Kolkata","Unfurnished","Bachelors/Family",2,"Owner"
2,14000,900,0,2,"Carpet","Salt Lake City","Kolkata","Unfurnished","Bachelors",2,"Agent"
2,15000,1500,0,2,"Super","Garia","Kolkata","Unfurnished","Bachelors/Family",2,"Owner"
2,6500,600,2,3,"Super","Thakurpukur","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
3,10000,800,0,4,"Super","Brahmapur","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
2,10500,800,1,2,"Carpet","Santoshpur","Kolkata","Unfurnished","Family",2,"Owner"
3,10000,900,0,3,"Carpet","Garia","Kolkata","Semi-Furnished","Bachelors/Family",2,"Owner"
1,5000,350,0,3,"Carpet","Purba Barisha","Kolkata","Semi-Furnished","Bachelors/Family",1,"Owner"
2,9000,800,0,2,"Carpet","Sodepur","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
2,20000,1600,0,3,"Carpet","Jadavpur University","Kolkata","Unfurnished","Bachelors",2,"Owner"
3,35000,1012,2,3,"Carpet","Salt Lake City Sector 1","Kolkata","Semi-Furnished","Bachelors/Family",2,"Owner"
3,15000,1200,0,2,"Carpet","Pathak Para, Behala","Kolkata","Unfurnished","Bachelors",2,"Owner"
2,20000,700,1,2,"Super","Salt Lake City Sector 1","Kolkata","Furnished","Bachelors/Family",1,"Owner"
2,12000,1000,1,3,"Super","Behala","Kolkata","Semi-Furnished","Bachelors/Family",1,"Owner"
2,8000,800,0,3,"Carpet","Thakurpukur","Kolkata","Unfurnished","Bachelors",1,"Owner"
1,3000,500,0,1,"Super","Hatiara","Kolkata","Semi-Furnished","Bachelors/Family",1,"Owner"
3,20000,1200,0,1,"Carpet","Haridevpur, Paschim Putiary","Kolkata","Semi-Furnished","Bachelors",2,"Owner"
1,9000,450,0,2,"Carpet","Salt Lake City Sector 2","Kolkata","Unfurnished","Bachelors",1,"Agent"
3,13000,950,0,2,"Carpet","Rabindrapally, Garia","Kolkata","Unfurnished","Bachelors/Family",2,"Owner"
1,7000,350,0,2,"Carpet","Salt Lake City Sector 5","Kolkata","Unfurnished","Bachelors/Family",1,"Agent"
1,9000,450,0,3,"Carpet","Salt Lake City Sector 5","Kolkata","Unfurnished","Bachelors/Family",1,"Agent"
1,9000,550,0,2,"Carpet","Bangur Avenue, Lake Town","Kolkata","Semi-Furnished","Bachelors",1,"Owner"
2,10000,300,0,1,"Carpet","Keshtopur","Kolkata","Unfurnished","Bachelors",1,"Owner"
3,15000,1250,0,3,"Super","Sakher Bazar, Purba Barisha","Kolkata","Semi-Furnished","Bachelors/Family",2,"Owner"
2,7000,700,2,3,"Super","Garia","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
3,8000,812,0,3,"Super","Hooghly","Kolkata","Unfurnished","Bachelors/Family",2,"Owner"
2,8000,550,0,2,"Super","Kalabagan, Tollygunge","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
1,5000,500,0,1,"Super","Rishra","Kolkata","Semi-Furnished","Bachelors/Family",1,"Owner"
1,14000,320,1,2,"Carpet","Action Area 3, Rajarhat Newtown","Kolkata","Furnished","Bachelors",1,"Owner"
2,5000,600,0,2,"Super","Anandapuri, Barrackpore","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
2,5000,420,0,2,"Carpet","Barasat","Kolkata","Unfurnished","Bachelors",1,"Owner"
3,12000,1100,0,2,"Super","Rabindrapally Kestopur","Kolkata","Unfurnished","Bachelors",1,"Owner"
1,3200,220,3,4,"Super","Sodepur","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
2,8500,700,0,2,"Carpet","Nungi More","Kolkata","Semi-Furnished","Bachelors/Family",2,"Owner"
3,16000,1200,0,2,"Carpet","Baishnabghata, Garia","Kolkata","Unfurnished","Bachelors/Family",2,"Agent"
2,14000,800,0,3,"Carpet","Santoshpur - EM Bypass","Kolkata","Unfurnished","Bachelors/Family",2,"Owner"
1,8000,300,0,1,"Carpet","Bansdroni","Kolkata","Furnished","Bachelors",1,"Agent"
2,7000,650,0,2,"Carpet","Baruipur","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
1,8000,600,1,2,"Super","Garia","Kolkata","Furnished","Bachelors/Family",1,"Owner"
1,3000,350,0,3,"Super","Belghoria","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
1,3800,500,1,3,"Carpet","Nalta","Kolkata","Unfurnished","Bachelors",1,"Owner"
1,6500,400,1,1,"Super","Vivek Nagar, Garfa","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
3,20000,1750,0,3,"Super","Kalindi","Kolkata","Semi-Furnished","Bachelors/Family",3,"Owner"
3,30000,1600,3,3,"Super","Ballygunge","Kolkata","Unfurnished","Bachelors/Family",2,"Owner"
1,8000,300,0,2,"Carpet","Salt Lake City Sector 5","Kolkata","Semi-Furnished","Bachelors/Family",1,"Agent"
2,14000,1100,1,3,"Super","Survey park, Santoshpur, kolkata","Kolkata","Semi-Furnished","Bachelors/Family",2,"Owner"
2,7200,830,0,3,"Super","Sodepur","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
2,7000,600,0,2,"Carpet","2 BHK","Kolkata","Semi-Furnished","Bachelors/Family",2,"Owner"
1,7000,500,1,2,"Super","Baranagar","Kolkata","Unfurnished","Bachelors",2,"Owner"
2,7500,900,1,2,"Carpet","Dum Dum Cantonment","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
2,8500,1250,0,1,"Carpet","Barasat","Kolkata","Unfurnished","Family",2,"Owner"
2,12000,700,0,2,"Carpet","Salt Lake City Sector 2","Kolkata","Unfurnished","Bachelors",1,"Agent"
1,8500,850,0,1,"Carpet","Dakshineswar","Kolkata","Unfurnished","Bachelors",2,"Owner"
2,9500,550,0,1,"Carpet","Garia Station, Garia","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
2,7500,550,0,1,"Carpet","New Garia Metro, New Garia","Kolkata","Furnished","Bachelors/Family",2,"Owner"
2,12000,1200,0,1,"Super","Hati Bagan - Bansdroni","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
3,20000,1100,0,1,"Carpet","Salt Lake City Sector 2","Kolkata","Unfurnished","Bachelors",2,"Agent"
2,8500,650,0,1,"Super","Howrah","Kolkata","Semi-Furnished","Bachelors/Family",1,"Owner"
3,20000,1050,0,1,"Carpet","Salt Lake City Sector 2","Kolkata","Unfurnished","Bachelors",2,"Agent"
2,6000,960,0,2,"Super","Dum Dum","Kolkata","Semi-Furnished","Bachelors/Family",2,"Owner"
2,5500,650,1,1,"Carpet","Joka","Kolkata","Unfurnished","Bachelors/Family",2,"Owner"
1,7000,550,0,2,"Super","Kasba","Kolkata","Semi-Furnished","Bachelors/Family",1,"Owner"
2,7000,500,0,1,"Super","Dum Dum Metro","Kolkata","Semi-Furnished","Bachelors/Family",2,"Owner"
1,6500,450,3,4,"Super","Baishnabghata Patuli Township, Patuli","Kolkata","Unfurnished","Family",1,"Owner"
2,10000,850,1,2,"Super","Agarpara","Kolkata","Unfurnished","Bachelors",2,"Owner"
1,5200,300,0,3,"Carpet","Dum Dum","Kolkata","Unfurnished","Bachelors/Family",1,"Agent"
2,13000,1000,1,2,"Carpet","N.S.C Bose Road (Near Ushagate), New Alipore","Kolkata","Semi-Furnished","Bachelors/Family",3,"Owner"
2,7000,500,1,3,"Carpet","Garia","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
2,12000,756,0,3,"Carpet","Dashadron Newtown Rajarhat","Kolkata","Semi-Furnished","Bachelors/Family",1,"Owner"
1,15000,1000,2,3,"Super","Barrackpore","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
1,5000,150,1,2,"Carpet","Anandapur","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
1,8000,800,0,2,"Carpet","New town near ecopark .","Kolkata","Unfurnished","Bachelors",1,"Owner"
2,8000,700,2,3,"Super","Gandhi Colony, Netaji Nagar","Kolkata","Unfurnished","Bachelors",2,"Agent"
1,5000,420,3,3,"Super","Em Bypass South East","Kolkata","Unfurnished","Bachelors",1,"Owner"
2,10000,800,0,1,"Super","Gandhi Colony, Netaji Nagar","Kolkata","Unfurnished","Bachelors",1,"Agent"
2,12000,288,2,3,"Carpet","Kasba","Kolkata","Unfurnished","Bachelors",1,"Owner"
2,8000,900,0,1,"Super","Teghoria, Baguiati","Kolkata","Unfurnished","Bachelors/Family",2,"Owner"
2,21000,850,1,1,"Carpet","Salt Lake City Sector 2","Kolkata","Unfurnished","Bachelors",2,"Agent"
1,5000,350,1,1,"Carpet","Thakurpukur","Kolkata","Unfurnished","Bachelors",1,"Owner"
2,9000,600,0,2,"Super","Baghajatin","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
2,8000,1600,0,2,"Carpet","Kalyani","Kolkata","Semi-Furnished","Bachelors",1,"Owner"
2,7000,986,2,3,"Carpet","Pranthik Society Library Road Bhadreswar","Kolkata","Unfurnished","Bachelors",1,"Owner"
3,35000,1330,1,3,"Carpet","Salt Lake City Sector 2","Kolkata","Unfurnished","Bachelors",2,"Agent"
3,15000,1300,0,3,"Super","Lake Town","Kolkata","Semi-Furnished","Bachelors/Family",2,"Owner"
2,6200,800,0,2,"Carpet","Kestopur","Kolkata","Unfurnished","Bachelors",1,"Owner"
2,9900,800,1,4,"Carpet","Bijoygarh","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
2,7000,850,0,3,"Super","Baranagar","Kolkata","Unfurnished","Bachelors",1,"Owner"
1,5000,322,1,3,"Carpet","Dum Dum Metro","Kolkata","Unfurnished","Bachelors/Family",1,"Agent"
2,6500,800,0,2,"Carpet","Agarpara","Kolkata","Furnished","Bachelors/Family",1,"Owner"
4,40000,1500,0,2,"Carpet","Salt Lake City Sector 1","Kolkata","Unfurnished","Bachelors",2,"Agent"
3,40000,3500,1,2,"Super","Salt Lake City","Kolkata","Semi-Furnished","Bachelors/Family",2,"Owner"
2,12000,957,1,2,"Carpet","Dasnagar","Kolkata","Furnished","Bachelors",2,"Owner"
1,6500,850,1,3,"Carpet","Baksara","Kolkata","Unfurnished","Bachelors",1,"Owner"
2,10000,900,0,2,"Carpet","Birati","Kolkata","Unfurnished","Bachelors",2,"Owner"
2,15000,600,0,2,"Super","Agarpara","Kolkata","Semi-Furnished","Bachelors/Family",1,"Owner"
1,5000,350,0,5,"Carpet","Agarpara","Kolkata","Semi-Furnished","Bachelors/Family",1,"Owner"
2,7000,800,0,2,"Super","Thakurpukur","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
2,6000,320,1,2,"Carpet","Baishnabghata Patuli, Patuli","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
3,15000,800,0,4,"Carpet","Jyangra","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
2,10000,700,1,1,"Carpet","Baghajatin","Kolkata","Semi-Furnished","Bachelors",2,"Owner"
2,22000,1200,1,2,"Super","Salt Lake City Sector 1","Kolkata","Semi-Furnished","Bachelors/Family",2,"Agent"
2,8500,750,1,2,"Carpet","Ramchandrapur north","Kolkata","Semi-Furnished","Bachelors/Family",1,"Owner"
3,35000,1200,0,3,"Super","Salt Lake City Sector 1","Kolkata","Semi-Furnished","Bachelors/Family",3,"Agent"
2,7000,450,0,4,"Carpet","Gandhi Colony, Netaji Nagar","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
3,8500,1430,0,2,"Super","Baguihati","Kolkata","Semi-Furnished","Bachelors/Family",1,"Owner"
2,6000,450,1,3,"Super","Dum Dum Metro","Kolkata","Unfurnished","Bachelors/Family",1,"Agent"
4,35000,800,0,1,"Super","Behala","Kolkata","Semi-Furnished","Bachelors/Family",3,"Owner"
1,6000,400,1,2,"Super","Thakurpukur","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
2,8000,650,1,2,"Super","Garia Station, Garia","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
1,5000,450,1,2,"Carpet","Fartabad, Garia","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
2,6000,600,0,4,"Super","Belgharia","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
3,15000,1200,1,3,"Carpet","Lake Town","Kolkata","Unfurnished","Family",2,"Owner"
2,9000,700,3,3,"Carpet","Baguiati","Kolkata","Unfurnished","Bachelors",1,"Owner"
1,5000,300,0,1,"Carpet","Barrackpore","Kolkata","Unfurnished","Bachelors",1,"Agent"
3,8000,1200,1,4,"Super","Ramkrishna Pally, Kaikhali","Kolkata","Unfurnished","Bachelors/Family",3,"Owner"
3,35000,1300,0,1,"Carpet","Salt Lake City Sector 2","Kolkata","Unfurnished","Bachelors",2,"Agent"
1,5500,400,0,1,"Super","Shyam Villa V, Dum Dum","Kolkata","Unfurnished","Bachelors/Family",1,"Agent"
3,35000,1320,0,2,"Carpet","Salt Lake City Sector 1","Kolkata","Unfurnished","Bachelors",2,"Agent"
2,11000,1000,0,1,"Super","Anandapuri, Barrackpore","Kolkata","Furnished","Bachelors/Family",2,"Owner"
2,10000,700,1,2,"Carpet","Sarat Ghosh Garden, Dhakuria","Kolkata","Unfurnished","Bachelors",1,"Owner"
2,6500,800,0,2,"Carpet","locality","Kolkata","Unfurnished","Bachelors/Family",2,"Owner"
2,6000,900,0,3,"Super","Baguiati","Kolkata","Furnished","Bachelors/Family",1,"Owner"
3,36125,1700,0,2,"Super","Salt Lake City","Kolkata","Unfurnished","Bachelors/Family",2,"Owner"
2,6800,600,0,2,"Carpet","Purba Putiary","Kolkata","Unfurnished","Bachelors",1,"Owner"
2,8500,850,1,2,"Carpet","Barasat","Kolkata","Unfurnished","Family",2,"Owner"
2,5000,550,1,3,"Carpet","Birati","Kolkata","Unfurnished","Bachelors",1,"Owner"
1,6500,650,0,2,"Carpet","Garia Station, Garia","Kolkata","Furnished","Bachelors/Family",1,"Owner"
1,6500,800,0,1,"Carpet","Santragachi","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
2,4500,475,0,2,"Super","Birati","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
1,6000,200,0,1,"Carpet","Salt Lake City Sector 5","Kolkata","Unfurnished","Bachelors/Family",1,"Agent"
1,10000,400,0,2,"Carpet","Salt Lake City Sector 5","Kolkata","Unfurnished","Bachelors/Family",1,"Agent"
1,12000,500,0,2,"Super","Madurdaha, Hussainpur","Kolkata","Furnished","Bachelors/Family",1,"Agent"
2,12000,550,2,3,"Carpet","Salt Lake City Sector 5","Kolkata","Unfurnished","Bachelors/Family",1,"Agent"
2,12000,800,1,2,"Super","Dum Dum","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
2,9000,1000,2,3,"Super","Airport Area Behala","Kolkata","Furnished","Bachelors/Family",2,"Owner"
1,5000,400,0,5,"Carpet","Sonarpur","Kolkata","Semi-Furnished","Bachelors",1,"Owner"
1,6000,300,1,2,"Carpet","Picnic Garden, E M Bypass","Kolkata","Unfurnished","Bachelors/Family",1,"Agent"
2,5500,450,1,1,"Carpet","Bisharpara","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
2,5500,450,1,2,"Carpet","Bisharpara","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
2,8500,1100,0,1,"Carpet","Nayabad","Kolkata","Unfurnished","Bachelors/Family",2,"Owner"
1,5000,450,2,2,"Super","Ananda Pally, Jadavpur","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
2,23000,1100,0,2,"Carpet","Salt Lake City Sector 2","Kolkata","Unfurnished","Bachelors",2,"Owner"
2,5500,650,2,2,"Carpet","Behala","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
2,8500,780,0,2,"Carpet","Airport Area","Kolkata","Unfurnished","Bachelors",1,"Owner"
3,22000,1100,0,2,"Super","Salt Lake City Sector 2","Kolkata","Semi-Furnished","Bachelors/Family",2,"Owner"
1,5500,800,2,3,"Super","Barrackpore","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
1,7000,500,0,2,"Super","Ranikuthi Telephone Exchange","Kolkata","Semi-Furnished","Bachelors/Family",2,"Agent"
1,5000,400,3,5,"Carpet","Hooghly-Chinsurah","Kolkata","Unfurnished","Bachelors",1,"Owner"
1,5000,450,1,1,"Carpet","Bansdroni Mauza, Krishnanagar","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
2,6500,550,0,1,"Super","Kaikhali","Kolkata","Unfurnished","Bachelors/Family",1,"Agent"
2,8000,600,1,2,"Carpet","700051","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
1,5500,200,1,3,"Super","Jodhpur Park","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
2,6000,500,1,2,"Carpet","Purba Sinthi Area","Kolkata","Semi-Furnished","Bachelors/Family",1,"Owner"
1,5500,450,0,3,"Carpet","Kadam Tala","Kolkata","Unfurnished","Bachelors",1,"Owner"
2,10000,1050,0,1,"Super","Baidyabati","Kolkata","Unfurnished","Bachelors/Family",2,"Owner"
3,10000,1000,2,5,"Carpet","Bansdroni","Kolkata","Unfurnished","Bachelors",2,"Owner"
2,10000,1200,0,3,"Super","Sodepur","Kolkata","Semi-Furnished","Bachelors/Family",2,"Owner"
3,12000,1100,1,1,"Super","Jagacha","Kolkata","Semi-Furnished","Family",2,"Owner"
1,5200,220,0,2,"Super","New Town","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
1,4000,350,1,1,"Super","Behala","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
3,30000,1100,0,3,"Carpet","FC Block","Kolkata","Unfurnished","Bachelors",1,"Owner"
2,5146,800,0,2,"Super","Sodepur","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
2,12000,950,0,2,"Super","Satgachi, South Dum Dum","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
3,7000,1200,0,3,"Super","Hooghly-Chinsurah","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
2,8500,700,0,2,"Super","Behala","Kolkata","Semi-Furnished","Bachelors/Family",1,"Owner"
1,7000,500,1,3,"Super","AH Block, Salt Lake","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
2,9500,570,0,3,"Super","Dhakuria -South East, Dhakuria","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
2,8000,650,2,3,"Super","Baghajatin","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
3,15000,1200,1,2,"Super","Tollygunge","Kolkata","Unfurnished","Bachelors/Family",3,"Owner"
5,22500,960,0,1,"Super","Kasba","Kolkata","Unfurnished","Bachelors/Family",2,"Owner"
2,12500,1250,1,2,"Super","Rajarhat","Kolkata","Semi-Furnished","Bachelors/Family",2,"Owner"
3,34000,120,2,5,"Super","CA 150 sector 1 saltlake","Kolkata","Furnished","Bachelors/Family",2,"Owner"
3,14000,950,1,2,"Carpet","Kaikhali","Kolkata","Semi-Furnished","Bachelors/Family",2,"Owner"
1,9500,600,1,2,"Carpet","Salt Lake City Sector 5","Kolkata","Unfurnished","Bachelors/Family",1,"Agent"
2,7000,750,2,2,"Super","Baughati","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
3,20000,1200,3,3,"Super","Bansdroni","Kolkata","Unfurnished","Bachelors/Family",2,"Owner"
1,6500,400,0,2,"Carpet","Salt Lake City Sector 5","Kolkata","Semi-Furnished","Bachelors/Family",1,"Agent"
1,7500,600,0,2,"Carpet","Garfa","Kolkata","Furnished","Bachelors/Family",1,"Owner"
2,6500,700,0,2,"Super","Dum Dum","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
2,9500,850,0,3,"Super","Baguiati","Kolkata","Semi-Furnished","Bachelors/Family",1,"Owner"
1,1800,500,0,1,"Super","Shyam Bazar","Kolkata","Semi-Furnished","Bachelors/Family",1,"Owner"
2,7500,650,0,2,"Carpet","Baghajatin","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
2,10000,800,0,3,"Super","Bansdroni","Kolkata","Semi-Furnished","Bachelors/Family",2,"Owner"
3,15000,830,3,4,"Super","Dum Dum","Kolkata","Unfurnished","Bachelors/Family",2,"Owner"
2,7000,600,0,2,"Super","Keshtopur","Kolkata","Unfurnished","Bachelors",1,"Agent"
2,6000,800,1,2,"Super","Chandannagar, Hooghly-Chinsurah","Kolkata","Unfurnished","Bachelors/Family",1,"Owner"
2,14000,1200,0,1,"Super","Sakuntala Park, Behala","Kolkata","Semi-Furnished","Family",2,"Owner"
2,22000,1000,0,2,"Super","Jheel Road","Kolkata","Furnished","Bachelors/Family",2,"Owner"
2,18000,750,0,2,"Carpet","Salt Lake City Sector 1","Kolkata","Unfurnished","Bachelors/Family",2,"Agent"
2,10000,800,0,3,"Carpet","Garia","Kolkata","Unfurnished","Bachelors",2,"Owner"
